"","date","Hprum","SCE","SNO","SVH","SRA","SSV","Tprum","T05prum","Fprum","Fmax","Dprum"
"340",1962-04-06,NA,NA,0,NA,12.1,NA,NA,NA,NA,NA,NA
"341",1962-04-07,NA,NA,0,NA,2.8,NA,NA,NA,NA,NA,NA
"342",1962-04-08,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"343",1962-04-09,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"344",1962-04-10,NA,NA,0,NA,1.2,NA,NA,NA,NA,NA,NA
"345",1962-04-11,NA,NA,0,NA,0.6,NA,NA,NA,NA,NA,NA
"346",1962-04-12,NA,NA,0,NA,4.2,NA,NA,NA,NA,NA,NA
"347",1962-04-13,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"348",1962-04-14,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"349",1962-04-15,NA,NA,0,NA,6.3,NA,NA,NA,NA,NA,NA
"350",1962-04-16,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"351",1962-04-17,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"352",1962-04-18,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"353",1962-04-19,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"354",1962-04-20,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"355",1962-04-21,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"356",1962-04-22,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"357",1962-04-23,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"358",1962-04-24,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"359",1962-04-25,NA,NA,0,NA,7.3,NA,NA,NA,NA,NA,NA
"360",1962-04-26,NA,NA,0,NA,3.6,NA,NA,NA,NA,NA,NA
"361",1962-04-27,NA,NA,0,NA,12.8,NA,NA,NA,NA,NA,NA
"362",1962-04-28,NA,NA,0,NA,0.9,NA,NA,NA,NA,NA,NA
"363",1962-04-29,NA,NA,0,NA,2.9,NA,NA,NA,NA,NA,NA
"364",1962-04-30,NA,NA,0,NA,3.6,NA,NA,NA,NA,NA,NA
"365",1962-05-01,NA,NA,0,NA,1.8,NA,NA,NA,NA,NA,NA
"366",1962-05-02,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA
"367",1962-05-03,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,NA
"368",1962-05-04,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"369",1962-05-05,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA
"370",1962-05-06,NA,0,0,NA,7.5,NA,NA,NA,NA,NA,NA
"371",1962-05-07,NA,0,0,NA,6.8,NA,NA,NA,NA,NA,NA
"372",1962-05-08,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA
"373",1962-05-09,NA,0,0,NA,2.5,NA,NA,NA,NA,NA,NA
"374",1962-05-10,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"375",1962-05-11,NA,0,0,NA,15,NA,NA,NA,NA,NA,NA
"376",1962-05-12,NA,0,0,NA,5,NA,NA,NA,NA,NA,NA
"377",1962-05-13,NA,0,0,NA,18,NA,NA,NA,NA,NA,NA
"378",1962-05-14,NA,0,0,NA,4.1,NA,NA,NA,NA,NA,NA
"379",1962-05-15,NA,0,0,NA,5.8,NA,NA,NA,NA,NA,NA
"380",1962-05-16,NA,0,0,NA,13.3,NA,NA,NA,NA,NA,NA
"381",1962-05-17,NA,0,0,NA,0.2,NA,NA,NA,NA,NA,NA
"382",1962-05-18,NA,0,0,NA,15.3,NA,NA,NA,NA,NA,NA
"383",1962-05-19,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"384",1962-05-20,NA,0,0,NA,1.4,NA,NA,NA,NA,NA,NA
"385",1962-05-21,NA,0,0,NA,4.3,NA,NA,NA,NA,NA,NA
"386",1962-05-22,NA,0,0,NA,1.4,NA,NA,NA,NA,NA,NA
"387",1962-05-23,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA
"388",1962-05-24,NA,0,0,NA,0.4,NA,NA,NA,NA,NA,NA
"389",1962-05-25,NA,0,0,NA,3.6,NA,NA,NA,NA,NA,NA
"390",1962-05-26,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"391",1962-05-27,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"392",1962-05-28,NA,0,0,NA,2.1,NA,NA,NA,NA,NA,NA
"393",1962-05-29,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"394",1962-05-30,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"395",1962-09-30,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"396",1962-10-01,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"397",1962-10-02,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"398",1962-10-03,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"399",1962-10-04,NA,0,0,NA,2.1,NA,NA,NA,NA,NA,NA
"400",1962-10-05,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA
"401",1962-10-06,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"402",1962-10-07,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"403",1962-10-08,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"404",1962-10-09,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"405",1962-10-10,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"406",1962-10-11,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"407",1962-10-12,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"408",1962-10-13,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"409",1962-10-14,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"410",1962-10-15,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"411",1962-10-16,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"412",1962-10-17,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"413",1962-10-18,NA,0,0,NA,0.8,NA,NA,NA,NA,NA,NA
"414",1962-10-19,NA,0,0,NA,1.2,NA,NA,NA,NA,NA,NA
"415",1962-10-20,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"416",1962-10-21,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"417",1962-10-22,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"418",1962-10-23,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"419",1962-10-24,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"420",1962-10-25,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"421",1962-10-26,NA,0,0,NA,7.9,NA,NA,NA,NA,NA,NA
"422",1962-10-27,NA,0,0,NA,1.3,NA,NA,NA,NA,NA,NA
"423",1962-10-28,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA
"424",1962-10-29,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"425",1962-10-30,NA,0,0,NA,10.4,NA,NA,NA,NA,NA,NA
"426",1962-10-31,NA,0,0,NA,5.7,NA,NA,NA,NA,NA,NA
"427",1962-11-01,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"428",1962-11-02,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"429",1962-11-03,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"430",1962-11-04,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"431",1962-11-05,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"432",1962-11-06,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"433",1962-11-07,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"434",1962-11-08,NA,0,0,NA,1.7,NA,NA,NA,NA,NA,NA
"435",1962-11-09,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"436",1962-11-10,NA,0,0,NA,0.5,NA,NA,NA,NA,NA,NA
"437",1962-11-11,NA,0,0,NA,0.6,NA,NA,NA,NA,NA,NA
"438",1962-11-12,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA
"439",1962-11-13,NA,0,0,NA,2.9,NA,NA,NA,NA,NA,NA
"440",1962-11-14,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA
"441",1962-11-15,NA,0,1,NA,0.4,NA,NA,NA,NA,NA,NA
"442",1962-11-16,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA
"443",1962-11-17,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"444",1962-11-18,NA,0,2,NA,0.8,NA,NA,NA,NA,NA,NA
"445",1962-11-19,NA,2,1,NA,0.3,NA,NA,NA,NA,NA,NA
"446",1962-11-20,NA,3,2,NA,0.6,NA,NA,NA,NA,NA,NA
"447",1962-11-21,NA,5,0,NA,0,NA,NA,NA,NA,NA,NA
"448",1962-11-22,NA,5,0,NA,0,NA,NA,NA,NA,NA,NA
"449",1962-11-23,NA,5,0,NA,0,NA,NA,NA,NA,NA,NA
"450",1962-11-24,NA,3,0,NA,0,NA,NA,NA,NA,NA,NA
"451",1962-11-25,NA,3,0,NA,0,NA,NA,NA,NA,NA,NA
"452",1962-11-26,NA,2,0,NA,0,NA,NA,NA,NA,NA,NA
"453",1962-11-27,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA
"454",1962-11-28,NA,0,3,NA,1.5,NA,NA,NA,NA,NA,NA
"455",1962-11-29,NA,3,10,NA,8.1,NA,NA,NA,NA,NA,NA
"456",1962-11-30,NA,13,4,NA,2,NA,NA,NA,NA,NA,NA
"457",1962-12-01,NA,17,0,NA,0,NA,NA,NA,NA,NA,NA
"458",1962-12-02,NA,17,0,NA,0,NA,NA,NA,NA,NA,NA
"459",1962-12-03,NA,16,0,NA,0,NA,NA,NA,NA,NA,NA
"460",1962-12-04,NA,16,0,NA,0,NA,NA,NA,NA,NA,NA
"461",1962-12-05,NA,15,0,NA,0,NA,NA,NA,NA,NA,NA
"462",1962-12-06,NA,15,0,NA,0,NA,NA,NA,NA,NA,NA
"463",1962-12-07,NA,14,0,NA,0,NA,NA,NA,NA,NA,NA
"464",1962-12-08,NA,14,12,NA,9.5,NA,NA,NA,NA,NA,NA
"465",1962-12-09,NA,25,3,NA,2,NA,NA,NA,NA,NA,NA
"466",1962-12-10,NA,28,15,NA,13.3,NA,NA,NA,NA,NA,NA
"467",1962-12-11,NA,43,19,NA,17.3,NA,NA,NA,NA,NA,NA
"468",1962-12-12,NA,62,3,NA,2,NA,NA,NA,NA,NA,NA
"469",1962-12-13,NA,65,14,NA,11.4,NA,NA,NA,NA,NA,NA
"470",1962-12-14,NA,79,30,NA,23.1,NA,NA,NA,NA,NA,NA
"471",1962-12-15,NA,109,2,NA,1,NA,NA,NA,NA,NA,NA
"472",1962-12-16,NA,111,20,NA,17.4,NA,NA,NA,NA,NA,NA
"473",1962-12-17,NA,131,18,NA,16.5,NA,NA,NA,NA,NA,NA
"474",1962-12-18,NA,149,1,NA,0.5,NA,NA,NA,NA,NA,NA
"475",1962-12-19,NA,150,0,NA,0,NA,NA,NA,NA,NA,NA
"476",1962-12-20,NA,150,0,NA,0,NA,NA,NA,NA,NA,NA
"477",1962-12-21,NA,150,0,NA,0,NA,NA,NA,NA,NA,NA
"478",1962-12-22,NA,150,0,NA,0,NA,NA,NA,NA,NA,NA
"479",1962-12-23,NA,150,0,NA,0,NA,NA,NA,NA,NA,NA
"480",1962-12-24,NA,150,0,NA,0,NA,NA,NA,NA,NA,NA
"481",1962-12-25,NA,150,2,NA,1.1,NA,NA,NA,NA,NA,NA
"482",1962-12-26,NA,152,0,NA,0,NA,NA,NA,NA,NA,NA
"483",1962-12-27,NA,152,0,NA,0,NA,NA,NA,NA,NA,NA
"484",1962-12-28,NA,152,0,NA,0,NA,NA,NA,NA,NA,NA
"485",1962-12-29,NA,152,0,NA,0,NA,NA,NA,NA,NA,NA
"486",1962-12-30,NA,152,6,NA,4.7,NA,NA,NA,NA,NA,NA
"487",1962-12-31,NA,158,0,NA,0,NA,NA,NA,NA,NA,NA
"488",1963-01-01,NA,158,0,NA,0,NA,NA,NA,NA,NA,NA
"489",1963-01-02,NA,158,5,NA,4.5,NA,NA,NA,NA,NA,NA
"490",1963-01-03,NA,163,1,NA,3.5,NA,NA,NA,NA,NA,NA
"491",1963-01-04,NA,164,1,NA,1.5,NA,NA,NA,NA,NA,NA
"492",1963-01-05,NA,165,0,NA,0.8,NA,NA,NA,NA,NA,NA
"493",1963-01-06,NA,165,0,NA,0,NA,NA,NA,NA,NA,NA
"494",1963-01-07,NA,165,0,NA,0,NA,NA,NA,NA,NA,NA
"495",1963-01-08,NA,140,0,NA,0.4,NA,NA,NA,NA,NA,NA
"496",1963-01-09,NA,140,0,NA,0,NA,NA,NA,NA,NA,NA
"497",1963-01-10,NA,140,0,NA,0,NA,NA,NA,NA,NA,NA
"498",1963-01-11,NA,140,0,NA,0,NA,NA,NA,NA,NA,NA
"499",1963-01-12,NA,140,5,NA,2.1,NA,NA,NA,NA,NA,NA
"500",1963-01-13,NA,145,15,NA,6,NA,NA,NA,NA,NA,NA
"501",1963-01-14,NA,160,3,NA,1,NA,NA,NA,NA,NA,NA
"502",1963-01-15,NA,163,1,NA,0.8,NA,NA,NA,NA,NA,NA
"503",1963-01-16,NA,164,1,NA,0.6,NA,NA,NA,NA,NA,NA
"504",1963-01-17,NA,165,1,NA,0.4,NA,NA,NA,NA,NA,NA
"505",1963-01-18,NA,166,0,NA,0,NA,NA,NA,NA,NA,NA
"506",1963-01-19,NA,166,0,NA,0.3,NA,NA,NA,NA,NA,NA
"507",1963-01-20,NA,166,1,NA,0.3,NA,NA,NA,NA,NA,NA
"508",1963-01-21,NA,167,0,NA,0,NA,NA,NA,NA,NA,NA
"509",1963-01-22,NA,167,0,NA,0,NA,NA,NA,NA,NA,NA
"510",1963-01-23,NA,167,3,NA,1.5,NA,NA,NA,NA,NA,NA
"511",1963-01-24,NA,170,0,NA,0,NA,NA,NA,NA,NA,NA
"512",1963-01-25,NA,170,0,NA,0,NA,NA,NA,NA,NA,NA
"513",1963-01-26,NA,170,13,NA,5.5,NA,NA,NA,NA,NA,NA
"514",1963-01-27,NA,183,0,NA,0,NA,NA,NA,NA,NA,NA
"515",1963-01-28,NA,183,0,NA,0,NA,NA,NA,NA,NA,NA
"516",1963-01-29,NA,183,0,NA,0,NA,NA,NA,NA,NA,NA
"517",1963-01-30,NA,183,0,NA,0,NA,NA,NA,NA,NA,NA
"518",1963-01-31,NA,183,0,NA,0,NA,NA,NA,NA,NA,NA
"519",1963-02-01,NA,183,0,NA,0.2,NA,NA,NA,NA,NA,NA
"520",1963-02-02,NA,183,1,NA,0.8,NA,NA,NA,NA,NA,NA
"521",1963-02-03,NA,184,0,NA,0,NA,NA,NA,NA,NA,NA
"522",1963-02-04,NA,184,8,NA,5,NA,NA,NA,NA,NA,NA
"523",1963-02-05,NA,187,3,NA,1.1,NA,NA,NA,NA,NA,NA
"524",1963-02-06,NA,187,0,NA,0,NA,NA,NA,NA,NA,NA
"525",1963-02-07,NA,187,0,NA,0,NA,NA,NA,NA,NA,NA
"526",1963-02-08,NA,187,0,NA,0,NA,NA,NA,NA,NA,NA
"527",1963-02-09,NA,187,0,NA,0,NA,NA,NA,NA,NA,NA
"528",1963-02-10,NA,187,0,NA,0,NA,NA,NA,NA,NA,NA
"529",1963-02-11,NA,187,3,NA,1,NA,NA,NA,NA,NA,NA
"530",1963-02-12,NA,190,5,NA,2,NA,NA,NA,NA,NA,NA
"531",1963-02-13,NA,195,0,NA,0.3,NA,NA,NA,NA,NA,NA
"532",1963-02-14,NA,195,0,NA,0,NA,NA,NA,NA,NA,NA
"533",1963-02-15,NA,195,0,NA,0,NA,NA,NA,NA,NA,NA
"534",1963-02-16,NA,195,0,NA,0,NA,NA,NA,NA,NA,NA
"535",1963-02-17,NA,195,5,NA,2.3,NA,NA,NA,NA,NA,NA
"536",1963-02-18,NA,200,1,NA,0.7,NA,NA,NA,NA,NA,NA
"537",1963-02-19,NA,201,0,NA,0,NA,NA,NA,NA,NA,NA
"538",1963-02-20,NA,201,0,NA,0,NA,NA,NA,NA,NA,NA
"539",1963-02-21,NA,201,0,NA,0,NA,NA,NA,NA,NA,NA
"540",1963-02-22,NA,201,0,NA,0,NA,NA,NA,NA,NA,NA
"541",1963-02-23,NA,201,0,NA,0,NA,NA,NA,NA,NA,NA
"542",1963-02-24,NA,201,1,NA,0.7,NA,NA,NA,NA,NA,NA
"543",1963-02-25,NA,202,0,NA,0,NA,NA,NA,NA,NA,NA
"544",1963-02-26,NA,202,0,NA,0,NA,NA,NA,NA,NA,NA
"545",1963-02-27,NA,202,0,NA,0,NA,NA,NA,NA,NA,NA
"546",1963-02-28,NA,202,0,NA,0,NA,NA,NA,NA,NA,NA
"547",1963-03-01,NA,190,0,NA,0,NA,NA,NA,NA,NA,NA
"548",1963-03-02,NA,180,0,NA,0,NA,NA,NA,NA,NA,NA
"549",1963-03-03,NA,170,0,NA,0,NA,NA,NA,NA,NA,NA
"550",1963-03-04,NA,160,0,NA,0,NA,NA,NA,NA,NA,NA
"551",1963-03-05,NA,150,0,NA,0,NA,NA,NA,NA,NA,NA
"552",1963-03-06,NA,140,0,NA,0,NA,NA,NA,NA,NA,NA
"553",1963-03-07,NA,130,0,NA,0,NA,NA,NA,NA,NA,NA
"554",1963-03-08,NA,120,0,NA,2.1,NA,NA,NA,NA,NA,NA
"555",1963-03-09,NA,110,0,NA,0,NA,NA,NA,NA,NA,NA
"556",1963-03-10,NA,100,0,NA,0,NA,NA,NA,NA,NA,NA
"557",1963-03-11,NA,90,3,NA,5.8,NA,NA,NA,NA,NA,NA
"558",1963-03-12,NA,93,8,NA,10.4,NA,NA,NA,NA,NA,NA
"559",1963-03-13,NA,101,0,NA,0,NA,NA,NA,NA,NA,NA
"560",1963-03-14,NA,101,0,NA,0,NA,NA,NA,NA,NA,NA
"561",1963-03-15,NA,101,0,NA,0,NA,NA,NA,NA,NA,NA
"562",1963-03-16,NA,101,1,NA,0.5,NA,NA,NA,NA,NA,NA
"563",1963-03-17,NA,102,0,NA,0,NA,NA,NA,NA,NA,NA
"564",1963-03-18,NA,102,2,NA,0.9,NA,NA,NA,NA,NA,NA
"565",1963-03-19,NA,104,0,NA,0,NA,NA,NA,NA,NA,NA
"566",1963-03-20,NA,104,2,NA,3,NA,NA,NA,NA,NA,NA
"567",1963-03-21,NA,106,1,NA,1.6,NA,NA,NA,NA,NA,NA
"568",1963-03-22,NA,107,0,NA,0,NA,NA,NA,NA,NA,NA
"569",1963-03-23,NA,107,0,NA,0.3,NA,NA,NA,NA,NA,NA
"570",1963-03-24,NA,107,0,NA,0,NA,NA,NA,NA,NA,NA
"571",1963-03-25,NA,107,10,NA,13.6,NA,NA,NA,NA,NA,NA
"572",1963-03-26,NA,117,0,NA,0.2,NA,NA,NA,NA,NA,NA
"573",1963-03-27,NA,117,0,NA,0,NA,NA,NA,NA,NA,NA
"574",1963-03-28,NA,117,0,NA,0,NA,NA,NA,NA,NA,NA
"575",1963-03-29,NA,117,0,NA,0.4,NA,NA,NA,NA,NA,NA
"576",1963-03-30,NA,117,0,NA,0.3,NA,NA,NA,NA,NA,NA
"577",1963-03-31,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"578",1963-04-01,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"579",1963-04-02,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"580",1963-04-03,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"581",1963-04-04,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"582",1963-04-05,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"583",1963-04-06,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"584",1963-04-07,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"585",1963-04-08,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"586",1963-04-09,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"587",1963-04-10,NA,NA,0,NA,15.6,NA,NA,NA,NA,NA,NA
"588",1963-04-11,NA,NA,0,NA,0.8,NA,NA,NA,NA,NA,NA
"589",1963-04-12,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"590",1963-04-13,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"591",1963-04-14,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"592",1963-04-15,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"593",1963-04-16,NA,NA,0,NA,0.3,NA,NA,NA,NA,NA,NA
"594",1963-04-17,NA,NA,0,NA,2.3,NA,NA,NA,NA,NA,NA
"595",1963-04-18,NA,NA,0,NA,0.1,NA,NA,NA,NA,NA,NA
"596",1963-04-19,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"597",1963-04-20,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"598",1963-04-21,NA,NA,0,NA,0.7,NA,NA,NA,NA,NA,NA
"599",1963-04-22,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"600",1963-04-23,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"601",1963-04-24,NA,NA,0,NA,0.2,NA,NA,NA,NA,NA,NA
"602",1963-04-25,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"603",1963-04-26,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"604",1963-04-27,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"605",1963-04-28,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"606",1963-04-29,NA,NA,0,NA,15.7,NA,NA,NA,NA,NA,NA
"607",1963-04-30,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"608",1963-05-01,NA,0,0,NA,10.6,NA,NA,NA,NA,NA,NA
"609",1963-05-02,NA,0,0,NA,12.7,NA,NA,NA,NA,NA,NA
"610",1963-05-03,NA,0,0,NA,7.6,NA,NA,NA,NA,NA,NA
"611",1963-05-04,NA,0,0,NA,10.1,NA,NA,NA,NA,NA,NA
"612",1963-05-05,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"613",1963-05-06,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"614",1963-05-07,NA,0,0,NA,0.1,NA,NA,NA,NA,NA,NA
"615",1963-05-08,NA,0,0,NA,2.1,NA,NA,NA,NA,NA,NA
"616",1963-05-09,NA,0,0,NA,5.7,NA,NA,NA,NA,NA,NA
"617",1963-05-10,NA,0,0,NA,2.5,NA,NA,NA,NA,NA,NA
"618",1963-05-11,NA,0,0,NA,6.9,NA,NA,NA,NA,NA,NA
"619",1963-05-12,NA,0,0,NA,3.2,NA,NA,NA,NA,NA,NA
"620",1963-05-13,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"621",1963-05-14,NA,0,0,NA,2.2,NA,NA,NA,NA,NA,NA
"622",1963-05-15,NA,0,0,NA,17.7,NA,NA,NA,NA,NA,NA
"623",1963-05-16,NA,0,0,NA,4.1,NA,NA,NA,NA,NA,NA
"624",1963-05-17,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"625",1963-05-18,NA,0,0,NA,1.6,NA,NA,NA,NA,NA,NA
"626",1963-05-19,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"627",1963-05-20,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"628",1963-05-21,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"629",1963-05-22,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"630",1963-05-23,NA,0,0,NA,21,NA,NA,NA,NA,NA,NA
"631",1963-05-24,NA,0,0,NA,0.5,NA,NA,NA,NA,NA,NA
"632",1963-05-25,NA,0,0,NA,8.1,NA,NA,NA,NA,NA,NA
"633",1963-05-26,NA,0,0,NA,6.4,NA,NA,NA,NA,NA,NA
"634",1963-05-27,NA,0,0,NA,2.2,NA,NA,NA,NA,NA,NA
"635",1963-05-28,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"636",1963-05-29,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"637",1963-05-30,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"638",1963-09-30,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA
"639",1963-10-01,NA,0,0,NA,4.2,NA,NA,NA,NA,NA,NA
"640",1963-10-02,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"641",1963-10-03,NA,0,0,NA,0.2,NA,NA,NA,NA,NA,NA
"642",1963-10-04,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"643",1963-10-05,NA,0,0,NA,11.3,NA,NA,NA,NA,NA,NA
"644",1963-10-06,NA,0,0,NA,9.2,NA,NA,NA,NA,NA,NA
"645",1963-10-07,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"646",1963-10-08,NA,0,0,NA,0.7,NA,NA,NA,NA,NA,NA
"647",1963-10-09,NA,0,0,NA,6.2,NA,NA,NA,NA,NA,NA
"648",1963-10-10,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"649",1963-10-11,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"650",1963-10-12,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"651",1963-10-13,NA,0,0,NA,10.3,NA,NA,NA,NA,NA,NA
"652",1963-10-14,NA,0,0,NA,1.2,NA,NA,NA,NA,NA,NA
"653",1963-10-15,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"654",1963-10-16,NA,0,0,NA,4.9,NA,NA,NA,NA,NA,NA
"655",1963-10-17,NA,0,0,NA,0.3,NA,NA,NA,NA,NA,NA
"656",1963-10-18,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"657",1963-10-19,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"658",1963-10-20,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"659",1963-10-21,NA,0,0,NA,5.1,NA,NA,NA,NA,NA,NA
"660",1963-10-22,NA,0,0,NA,0.2,NA,NA,NA,NA,NA,NA
"661",1963-10-23,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"662",1963-10-24,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"663",1963-10-25,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"664",1963-10-26,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"665",1963-10-27,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"666",1963-10-28,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"667",1963-10-29,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"668",1963-10-30,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"669",1963-10-31,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA
"670",1963-11-01,NA,0,0,NA,2.7,NA,NA,NA,NA,NA,NA
"671",1963-11-02,NA,0,0,NA,1.3,NA,NA,NA,NA,NA,NA
"672",1963-11-03,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"673",1963-11-04,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"674",1963-11-05,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
"675",1963-11-06,NA,0,0,NA,6.1,NA,NA,NA,NA,NA,NA
"676",1963-11-07,NA,0,0,NA,12.2,NA,NA,NA,NA,NA,NA
"677",1963-11-08,NA,0,0,NA,5.4,NA,NA,NA,NA,NA,NA
"678",1963-11-09,NA,0,0,NA,5.5,NA,NA,NA,NA,NA,NA
"679",1963-11-10,NA,0,0,NA,0.2,NA,NA,NA,NA,NA,NA
